row,rid,lang,theme,month,ang,iro,hop,rsg,ent,anx,cnt,frm,hum,prf,evid,aff,dis,exh,rsl,care,fair,loya,auth,libe,trad,sexp,indv,scfr,cnsp,dogm,itru,wtru,hawk,ogh,lgbt,gtrd,sxm
4698,r_cefc07ccb086,uk,personal,2024-01,3,0,0,0.0,0.0,0,3.0,1,0,1.0,0,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0
4699,r_8c865480e182,uk,personal,2024-01,3,3,0,0.0,0.0,1,3.0,1,2,1.0,0,0,1,1,0,2,1,2,0,0,0,-1,-1,-1,0,3,0,-1,2,1,0,0,0
4700,r_842060238375,uk,personal,2024-01,0,0,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,-1,0,0,0,0,0,0
4701,r_548bba26d9a3,uk,personal,2024-01,2,1,0,0.0,0.0,0,1.0,2,0,0.0,2,0,0,0,1,1,2,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
4702,r_b06a091ed0b4,uk,personal,2024-01,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4703,r_91a38db28aa0,uk,personal,2024-01,0,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4704,r_bb127715eff5,ru,personal,2024-01,2,1,0,0.0,0.0,0,1.0,1,0,1.0,0,-1,0,0,0,2,1,1,2,-1,0,-1,-1,-1,0,2,0,0,2,1,0,0,0
4705,r_548bba26d9a3,uk,personal,2024-01,3,1,0,0.0,0.0,0,2.0,2,0,0.0,2,-2,0,0,0,1,3,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0
4706,r_9a34f6263b53,ru,personal,2024-01,3,0,0,2.0,0.0,1,2.0,2,0,0.0,0,0,0,0,0,0,1,0,-2,1,-1,0,1,1,1,2,-2,0,0,0,0,0,0
4707,r_4bbf6892233b,uk,personal,2024-01,1,0,0,0.0,0.0,0,1.0,2,0,0.0,1,0,0,0,1,2,0,1,0,0,0,0,0,-1,0,1,-1,0,2,0,0,0,0
4708,r_cefc07ccb086,uk,personal,2024-01,2,0,0,0.0,0.0,0,3.0,1,0,1.0,0,-3,0,0,0,0,-1,0,-2,0,0,0,0,-1,0,2,-1,0,0,2,0,0,0
4709,r_8c865480e182,uk,personal,2024-01,3,4,0,0.0,0.0,0,3.0,2,3,0.0,0,-2,0,0,0,1,1,2,0,-1,0,-1,-1,-1,0,2,0,0,2,1,0,0,0
4710,r_842060238375,uk,personal,2024-01,0,0,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4711,r_e120c2fd59df,ru,society-culture,2024-11,0,2,0,0.0,0.0,0,0.0,1,2,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4712,r_7d4394bc7383,mk,society-culture,2024-11,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4713,r_af5c9658dcb3,uk,society-culture,2024-11,0,3,0,0.0,0.0,0,0.0,1,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4714,r_4b5350de28ea,uk,society-culture,2024-11,0,1,0,0.0,0.0,2,1.0,3,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,-1,3,2,0,0,0,0,0,0,0
4715,r_b282b7a9cc2e,uk,society-culture,2024-11,0,0,0,0.0,0.0,1,0.0,3,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,2,0,0,0,0,0,0,0
4716,r_4b5350de28ea,uk,society-culture,2024-11,1,0,0,0.0,0.0,2,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,1,0,0,0,0,0,0,0
4717,r_4b5350de28ea,uk,society-culture,2024-11,1,1,0,2.0,0.0,0,1.0,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4718,r_ffcaaada96d0,uk,society-culture,2024-11,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0
4719,r_6b97c50618b2,uk,society-culture,2024-11,0,2,0,0.0,0.0,0,0.0,1,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
4720,r_2321d77fa2c6,uk,society-culture,2024-11,0,0,1,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4721,r_e3276cbaef67,uk,society-culture,2024-11,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722,r_af5c9658dcb3,uk,society-culture,2024-11,0,1,0,0.0,0.0,1,0.0,1,2,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723,r_6b97c50618b2,uk,society-culture,2024-11,2,3,0,0.0,0.0,0,2.0,1,3,0.0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
4724,r_77709ee07f15,uk,ai-tech,2026-01,0,2,0,0.0,0.0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4725,r_c0999b7c3b29,uk,ai-tech,2026-01,0,3,0,0.0,0.0,0,1.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
4726,r_9d1c23bd61c4,uk,ai-tech,2026-01,1,1,1,0.0,0.0,0,1.0,2,1,1.0,2,0,0,0,1,0,1,0,0,1,0,0,1,1,0,2,0,-1,0,0,0,0,0
4727,r_77709ee07f15,uk,ai-tech,2026-01,0,2,0,0.0,0.0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4728,r_c0999b7c3b29,uk,ai-tech,2026-01,0,3,0,0.0,0.0,0,1.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
4729,r_9d1c23bd61c4,uk,ai-tech,2026-01,1,1,1,0.0,0.0,0,1.0,2,1,1.0,2,0,0,0,1,0,1,0,0,1,0,0,1,1,0,2,0,-1,0,0,0,0,0
4730,r_bd17cc07080d,uk,defense-tech,2025-11,2,0,0,1.0,0.0,1,2.0,3,0,0.0,0,0,0,1,0,0,1,0,2,2,0,0,1,1,0,2,0,-1,0,0,0,0,0
4731,r_bd17cc07080d,uk,defense-tech,2025-11,2,0,0,1.0,0.0,1,2.0,3,0,0.0,0,0,0,1,0,0,1,0,2,2,0,0,1,1,0,2,0,-1,0,0,0,0,0
4732,r_4ae170d25f31,uk,geopolitics,2024-05,0,0,0,0.0,1.0,0,0.0,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4733,r_4ae170d25f31,uk,geopolitics,2024-05,0,1,0,0.0,0.0,0,0.0,1,1,0.0,1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
4734,r_493afa1a54ca,bg,geopolitics,2024-05,0,4,0,0.0,0.0,0,0.0,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4735,r_ca112f63a7ca,uk,geopolitics,2024-05,0,0,0,1.0,1.0,0,0.0,2,1,0.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4736,r_ec63d53b1232,uk,geopolitics,2024-05,0,0,0,2.0,0.0,0,0.0,2,0,0.0,1,0,1,3,0,0,0,0,0,0,0,-1,1,-1,0,1,0,0,0,0,0,0,0
4737,r_34f2a196eb2b,uk,geopolitics,2024-05,0,0,3,0.0,1.0,1,0.0,2,0,0.0,1,0,1,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
4738,r_0b06c57366c7,uk,geopolitics,2024-05,0,0,2,0.0,0.0,1,0.0,3,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,2,0,0,0,0,0,0,0
4739,r_039f62ee8412,uk,geopolitics,2024-05,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4740,r_6808fd185b22,uk,geopolitics,2024-05,0,2,1,1.0,0.0,1,0.0,2,1,1.0,0,0,1,0,2,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
4741,r_fbe03a8882c9,uk,geopolitics,2024-05,0,0,0,0.0,1.0,0,0.0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4742,r_0bef99c9b16b,uk,geopolitics,2024-05,0,0,0,2.0,0.0,0,0.0,1,1,0.0,0,0,1,2,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0
4743,r_a9e1f7dcd748,uk,geopolitics,2024-05,1,1,0,2.0,0.0,0,1.0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0
4744,r_4ae170d25f31,uk,geopolitics,2024-05,0,0,2,0.0,2.0,0,0.0,1,1,0.0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4745,r_ca112f63a7ca,uk,geopolitics,2024-05,0,0,0,0.0,1.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4746,r_ec63d53b1232,uk,geopolitics,2024-05,0,0,0,1.0,0.0,0,0.0,2,0,0.0,0,0,1,2,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0
4747,r_34f2a196eb2b,uk,geopolitics,2024-05,0,0,3,0.0,1.0,0,0.0,2,0,0.0,1,0,1,0,2,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
4748,r_0b06c57366c7,uk,geopolitics,2024-05,0,0,1,0.0,0.0,1,0.0,3,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0
4749,r_039f62ee8412,uk,geopolitics,2024-05,0,1,0,0.0,0.0,0,0.0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750,r_6808fd185b22,uk,geopolitics,2024-05,0,0,0,0.0,0.0,0,0.0,2,0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
4751,r_0bef99c9b16b,uk,geopolitics,2024-05,1,0,0,1.0,0.0,0,0.0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0
4752,r_a9e1f7dcd748,uk,geopolitics,2024-05,0,0,0,1.0,0.0,0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,2,0,0,0,0,0,0,0
4753,r_ac66909a3161,uk,geopolitics,2015-05,0,1,0,0.0,0.0,0,1.0,2,1,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4754,r_6808fd185b22,uk,geopolitics,2015-05,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755,r_b2b3caa52355,uk,geopolitics,2015-05,0,1,0,0.0,0.0,0,1.0,1,1,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4756,r_b2b3caa52355,bg,geopolitics,2015-05,0,0,0,0.0,0.0,0,0.0,2,1,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757,r_a5ff0d01c2de,ru,geopolitics,2015-05,0,0,0,0.0,0.0,0,0.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4758,r_a5ff0d01c2de,uk,geopolitics,2015-05,2,0,0,0.0,0.0,0,1.0,2,0,0.0,0,0,0,0,2,0,1,2,2,1,1,-1,0,1,0,2,1,-1,0,0,0,0,0
4759,r_a5ff0d01c2de,uk,geopolitics,2015-05,2,1,0,0.0,0.0,0,1.0,1,0,0.0,0,0,0,0,0,2,2,0,0,3,0,1,2,2,0,1,0,0,0,0,0,0,0
4760,r_84a5f3c94e93,uk,geopolitics,2015-05,0,0,0,1.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,2,0,2,0,0,-1,0,-1,0,1,0,1,0,0,0,0,0
4761,r_9d1c23bd61c4,uk,geopolitics,2015-05,2,2,0,0.0,0.0,0,2.0,1,1,0.0,1,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,2,0,-2,0,1,0,0,0
4762,r_b5722c32685e,ru,geopolitics,2015-05,0,3,0,0.0,0.0,0,0.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763,r_9d1c23bd61c4,uk,geopolitics,2015-05,1,0,0,0.0,0.0,0,1.0,1,0,0.0,0,0,0,0,0,1,2,0,0,1,0,-1,1,0,0,1,0,-1,0,0,0,0,0
4764,r_cbea34f9cb9f,uk,geopolitics,2015-05,0,0,0,1.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,2,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0
4765,r_826bd468e634,uk,geopolitics,2015-05,0,0,1,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
4766,r_ac66909a3161,uk,geopolitics,2015-05,0,0,0,1.0,0.0,0,1.0,2,1,0.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4767,r_6808fd185b22,uk,geopolitics,2015-05,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4768,r_b2b3caa52355,uk,geopolitics,2015-05,2,2,0,1.0,0.0,0,1.0,1,1,0.0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0
4769,r_84a5f3c94e93,uk,geopolitics,2015-05,1,1,0,0.0,0.0,0,2.0,2,0,0.0,1,0,0,0,0,0,2,0,2,0,0,0,1,-1,0,1,0,0,0,0,0,0,0
4770,r_9d1c23bd61c4,uk,geopolitics,2015-05,3,2,0,1.0,0.0,1,3.0,1,1,0.0,0,0,1,1,0,1,0,0,0,2,0,-1,1,2,0,2,0,-2,0,0,0,0,0
4771,r_cbea34f9cb9f,uk,geopolitics,2015-05,0,0,0,1.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4772,r_826bd468e634,uk,geopolitics,2015-05,0,0,1,0.0,0.0,0,0.0,1,0,0.0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4773,r_17142f052075,uk,geopolitics,2025-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4774,r_237e652d8747,bg,geopolitics,2025-02,1,3,0,0.0,0.0,0,2.0,1,2,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0
4775,r_17142f052075,uk,geopolitics,2025-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776,r_237e652d8747,bg,geopolitics,2025-02,2,3,0,0.0,0.0,0,2.0,1,2,0.0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
4777,r_32e21d9f25fd,uk,defense-tech,2023-12,0,0,1,0.0,2.0,0,0.0,2,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4778,r_a57fd5d33b96,uk,defense-tech,2023-12,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4779,r_e8d4ed376ddb,uk,defense-tech,2023-12,0,0,0,0.0,1.0,0,0.0,1,0,0.0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4780,r_62fb19036c2d,ru,defense-tech,2023-12,0,0,1,0.0,2.0,0,0.0,3,0,0.0,0,2,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4781,r_62fb19036c2d,uk,defense-tech,2023-12,2,2,0,0.0,0.0,0,1.0,1,1,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4782,r_ca112f63a7ca,uk,defense-tech,2023-12,1,0,0,1.0,0.0,2,0.0,2,0,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
4783,r_9b957bccc83d,uk,defense-tech,2023-12,0,1,0,0.0,1.0,0,0.0,1,1,0.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4784,r_32e21d9f25fd,uk,defense-tech,2023-12,0,0,1,0.0,2.0,0,0.0,2,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4785,r_a57fd5d33b96,uk,defense-tech,2023-12,0,0,0,0.0,2.0,0,0.0,1,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4786,r_e8d4ed376ddb,uk,defense-tech,2023-12,0,0,0,0.0,2.0,0,0.0,1,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,r_62fb19036c2d,ru,defense-tech,2023-12,0,0,0,0.0,1.0,0,0.0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4788,r_4ac5f87d743f,ru,society-culture,2024-02,0,0,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4789,r_5fdcc9d39fdb,ru,society-culture,2024-02,0,0,0,0.0,0.0,1,0.0,3,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790,r_0898b6e77d06,uk,society-culture,2024-02,2,0,0,2.0,0.0,2,1.0,2,0,1.0,1,0,1,0,0,1,2,1,0,1,0,0,1,-1,1,2,-1,-1,0,1,0,0,0
4791,r_5fdcc9d39fdb,ru,society-culture,2024-02,0,0,0,0.0,0.0,1,0.0,3,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,r_0898b6e77d06,uk,society-culture,2024-02,2,0,0,2.0,0.0,2,1.0,2,0,1.0,1,0,1,0,0,1,2,1,0,1,0,0,1,-1,1,2,-1,-1,0,1,0,0,0
4793,r_82afa53ae831,uk,defense-tech,2023-11,3,0,0,0.0,0.0,0,2.0,1,0,1.0,0,0,0,0,0,1,2,2,1,0,1,-1,-1,-1,0,3,0,0,1,2,0,0,0
4794,r_ec63d53b1232,uk,defense-tech,2023-11,0,0,1,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,2,2,1,2,1,-1,0,-1,-1,-1,0,2,0,0,2,0,0,0,0
4795,r_5df81d3d5760,ru,defense-tech,2023-11,1,0,0,0.0,0.0,0,2.0,3,0,0.0,1,0,0,0,0,0,2,0,1,3,-2,1,2,2,0,2,0,0,0,0,0,0,0
4796,r_ec63d53b1232,uk,defense-tech,2023-11,2,1,0,0.0,0.0,1,1.0,2,0,0.0,0,2,0,0,1,2,1,1,0,2,0,1,2,1,0,1,0,0,0,0,0,-1,0
4797,r_ec63d53b1232,uk,defense-tech,2023-11,1,1,0,0.0,0.0,0,1.0,2,1,0.0,2,-2,0,0,0,0,2,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0
4798,r_5df81d3d5760,ru,defense-tech,2023-11,1,0,0,0.0,0.0,0,1.0,2,0,0.0,1,-2,0,0,0,0,2,0,0,3,-2,1,2,2,0,2,0,1,0,0,0,0,0
4799,r_ec63d53b1232,uk,defense-tech,2023-11,2,0,0,0.0,0.0,0,2.0,3,0,0.0,2,-2,0,0,0,0,2,1,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0
4800,r_5df81d3d5760,ru,defense-tech,2023-11,1,0,0,0.0,0.0,0,1.0,2,0,0.0,0,-2,0,0,0,0,1,0,0,2,-1,0,2,1,0,1,0,0,0,0,0,0,0
4801,r_5df81d3d5760,ru,defense-tech,2023-11,0,1,0,0.0,0.0,0,0.0,1,1,0.0,2,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0
4802,r_ec63d53b1232,uk,defense-tech,2023-11,0,0,0,0.0,0.0,0,0.0,4,0,0.0,3,0,0,0,0,1,2,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0
4803,r_5df81d3d5760,ru,defense-tech,2023-11,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
4804,r_d5d2721e2138,uk,defense-tech,2023-11,2,1,0,0.0,0.0,1,2.0,1,1,1.0,0,-1,0,1,0,1,1,1,1,1,0,-1,1,1,0,2,0,0,1,2,0,0,0
4805,r_6f9dd5703e6b,uk,defense-tech,2023-11,2,0,0,0.0,0.0,0,2.0,1,0,0.0,0,0,1,0,0,2,2,2,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0
4806,r_57b6eae7ded7,ru,defense-tech,2023-11,3,0,0,0.0,0.0,0,3.0,0,1,2.0,0,-3,0,0,0,0,0,0,0,0,0,-2,1,0,0,1,0,0,0,3,0,0,2
4807,r_39c8e1057720,uk,defense-tech,2023-11,3,0,0,0.0,0.0,0,3.0,2,0,1.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
4808,r_57b6eae7ded7,uk,defense-tech,2023-11,3,0,0,0.0,0.0,0,3.0,2,0,0.0,0,0,0,0,0,1,1,3,0,1,0,0,0,1,1,2,0,0,1,2,0,0,0
4809,r_4ac5f87d743f,ru,defense-tech,2023-11,2,0,0,0.0,0.0,1,2.0,3,0,0.0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,-1,0,1,0,0,0,0
4810,r_6bc44168ff26,uk,defense-tech,2023-11,3,2,0,0.0,0.0,0,3.0,1,1,0.0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,3,-1,0,1,2,0,0,0
4811,r_6b97c50618b2,uk,defense-tech,2023-11,1,0,0,0.0,0.0,0,2.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4812,r_aaa7e38d4713,uk,defense-tech,2023-11,0,0,0,0.0,0.0,0,2.0,2,0,1.0,0,0,0,0,2,1,1,1,0,2,0,0,1,1,0,3,1,0,0,2,0,0,0
4813,r_82afa53ae831,uk,defense-tech,2023-11,3,0,0,0.0,0.0,0,3.0,2,0,0.0,0,0,0,0,0,1,1,3,1,1,1,0,0,0,1,3,0,0,1,2,0,0,0
4814,r_39c8e1057720,uk,defense-tech,2023-11,3,0,0,0.0,0.0,0,3.0,2,0,1.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
4815,r_4ac5f87d743f,ru,defense-tech,2023-11,2,0,0,0.0,0.0,1,2.0,3,0,0.0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,-1,0,1,0,0,0,0
4816,r_6bc44168ff26,uk,defense-tech,2023-11,3,2,0,0.0,0.0,0,3.0,1,1,0.0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,3,-1,0,1,2,0,0,0
4817,r_6b97c50618b2,uk,defense-tech,2023-11,1,0,0,0.0,0.0,0,2.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4818,r_aaa7e38d4713,uk,defense-tech,2023-11,0,0,0,0.0,0.0,0,2.0,2,0,1.0,0,0,0,0,2,1,1,1,0,2,0,0,1,1,0,3,1,0,0,2,0,0,0
4819,r_ca112f63a7ca,uk,geopolitics,2025-05,0,0,0,2.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4820,r_3f5d4b3271f4,uk,geopolitics,2025-05,3,4,0,0.0,0.0,0,4.0,2,4,0.0,0,0,0,0,0,0,0,2,2,-2,2,-2,-2,-2,0,3,0,-2,2,2,0,2,0
4821,r_cb9fa68b0f2a,uk,geopolitics,2025-05,0,0,3,,1.0,0,0.0,2,0,0.0,1,0,0,0,2,2,2,1,0,2,-1,1,1,2,0,1,0,1,0,0,0,-1,0
4822,r_f37612a80cc9,uk,geopolitics,2025-05,1,0,0,2.0,0.0,1,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4823,r_9d1c23bd61c4,uk,geopolitics,2025-05,0,0,2,,0.0,0,1.0,2,0,0.0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,-1,1,0,0,0,0,0
4824,r_f37612a80cc9,uk,geopolitics,2025-05,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4825,r_f37612a80cc9,uk,geopolitics,2025-05,0,1,0,0.0,0.0,1,0.0,2,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4826,r_f37612a80cc9,uk,geopolitics,2025-05,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4827,r_e632bb1cac8b,uk,geopolitics,2025-05,1,0,0,0.0,0.0,0,0.0,2,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828,r_90ec38af72cc,uk,geopolitics,2025-05,2,0,1,2.0,0.0,2,0.0,1,0,0.0,0,0,1,0,0,3,1,1,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0
4829,r_90ec38af72cc,uk,geopolitics,2025-05,2,1,0,1.0,0.0,0,2.0,1,0,0.0,2,0,0,0,0,2,2,1,0,1,0,0,0,1,1,2,-1,0,1,0,0,0,0
4830,r_9d1c23bd61c4,uk,geopolitics,2025-05,1,3,0,0.0,0.0,0,1.0,1,2,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4831,r_792b6e86bcf9,uk,geopolitics,2025-05,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,2,0,0,0,0,0,0,0
4832,r_80c966f3ebda,uk,geopolitics,2025-05,1,2,0,2.0,0.0,1,1.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,3,0,-1,0,1,0,0,0
